4,0
4,1
2,2
2,3
2,4
4,5
4,6
2,7
2,8
2,9
3,10
3,11
2,12
2,13
2,14
3,15
3,16
2,17
2,18
2,19
3,20
3,21
3,22
2,23
2,24
4,25
4,26
4,27
2,28
2,29
4,30
4,31
2,32
2,33
2,34
3,35
3,36
2,37
2,38
2,39
3,40
3,41
3,42
2,43
2,44
3,45
3,46
3,47
0,48
0,49
4,50
4,51
4,52
1,53
1,54
4,55
4,56
4,57
1,58
1,59
4,60
4,61
1,62
2,63
2,64
3,65
3,66
0,67
0,68
0,69
3,70
3,71
0,72
0,73
0,74
4,75
4,76
1,77
1,78
1,79
4,80
4,81
1,82
1,83
1,84
4,85
4,86
1,87
1,88
1,89
3,90
3,91
0,92
0,93
0,94
3,95
3,96
0,97
0,98
0,99
4,100
1,101
1,102
1,103
1,104
4,105
1,106
1,107
1,108
1,109
4,110
1,111
1,112
1,113
1,114
3,115
0,116
0,117
0,118
0,119
3,120
0,121
0,122
0,123
0,124
